id	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_ROR2_1	MCF7_ROR2_2	MCF7_ROR2_3
ENSG00000173213.7	26.63	57.93	33.48	21.39	23.37	40.19
ENSG00000173214.5	644.46	944.53	869.46	1014.13	616.67	738.36
ENSG00000173218.9	7051	8675	6824	7267	6027	7956
ENSG00000173221.9	140.11	166.46	161.03	209.53	180.61	280.03
ENSG00000173226.12	1474	1526	1320.8	1605.88	1256.82	1454.82
ENSG00000173227.9	1250.21	724.02	757.74	2368.6	1204.1	2040.26
ENSG00000173230.11	11024.16	12050.68	10299.53	9091.66	7943.56	11050.6
ENSG00000173231.6	0	1.15	0	0	0	0
ENSG00000173237.4	1	0	0	0	0	0
ENSG00000173239.9	0	1	0	0	1	0
ENSG00000173250.2	0	3	1	1	0	0
ENSG00000173253.10	21	39	39	21	22	20
ENSG00000173258.8	284.38	301.49	316.31	307.55	198.88	363.2
ENSG00000173261.4	2	6	6	4	3	4
ENSG00000173262.7	6.56	7.57	1.3	6.92	0	2.52
ENSG00000173264.9	1425.36	1571.23	1267.73	1143.14	827.87	1554.47
ENSG00000173267.9	18	11	11	12	13	16
ENSG00000173269.8	164.08	167.3	123.68	107.71	76.05	169.92
ENSG00000173272.9	2995.39	3538.2	2840.83	3141.52	2613.52	3849.05
ENSG00000173273.11	2997.19	3494.08	2725.42	2813.7	2294.42	3260.49
ENSG00000173275.8	478	514	424	474	389	555
ENSG00000173276.9	1082	1138.87	1284.53	958	900	1266
ENSG00000173281.4	1179.97	1105.84	1019.38	1499.05	931.89	1274.71
ENSG00000173285.2	0	0	0	0	0	0
ENSG00000173295.3	298.03	316.25	242.74	478.99	271.44	391.32
ENSG00000173302.5	0	1	0	0	0	0
ENSG00000173320.5	284	314	267	288	225	290
ENSG00000173327.3	4561.51	5280.69	4490.52	4594.62	3377.68	5543.92
ENSG00000173334.3	1196	1188	1111	1270	905	1172
ENSG00000173335.4	1	0	0	0	0	0
ENSG00000173338.8	12	13	11	15	9	26
ENSG00000173349.4	63.84	82.55	106.16	34.06	159.24	121.67
ENSG00000173357.8	0	0	0	0	0	0
ENSG00000173366.11	0	0.55	2.29	4.86	4.8	6.02
ENSG00000173369.11	1	0	0	0	0	0
ENSG00000173372.12	0	0	0	0	0	0
ENSG00000173376.9	0	2	2.07	0	1	0
ENSG00000173389.11	1	1	1	0	0	0
ENSG00000173391.4	0	2.3	3.5	6.27	3.04	3.88
ENSG00000173401.5	8	12	5	3	4	3
ENSG00000173402.7	9784.58	10436.09	9377.09	8798.37	6437.45	10550.91
ENSG00000173404.3	3	1	1	5	0	3
ENSG00000173406.11	0	1	2.16	0	0	0
ENSG00000173409.9	568	652.93	596	563	533	633
ENSG00000173418.7	3630	3789	3482	3815	2925	3567
ENSG00000173421.12	17.63	36.61	15.16	19.06	15.88	21.86
ENSG00000173431.2	0	1	0	0	0	0
ENSG00000173432.6	0	0	0	0	0	0
ENSG00000173436.9	3097.14	2711.75	2847.08	2626.71	1865.39	2719.5
ENSG00000173442.7	4249.04	4632.13	4021	4193.04	2923.69	4617
ENSG00000173451.2	259.29	267.32	274.89	268.09	213.48	257.13
ENSG00000173452.9	0	0	0	0	0	0
ENSG00000173456.4	3426.87	4686.75	3573.25	3230.01	2737.77	3849.78
ENSG00000173457.6	4764.17	4307.97	4340.43	5629.96	4589.22	5784.66
ENSG00000173464.9	0	0	0	0	0	0
ENSG00000173465.3	2060.76	2162.14	2029.84	2148.7	1389.07	2599.32
ENSG00000173467.4	1297	1653	1484	812	638	1032
ENSG00000173473.6	6909	6484	6075	5979	4155	6328.01
ENSG00000173480.6	819.25	1066.26	927.65	716.28	650.94	885.66
ENSG00000173482.12	2	2	1	4.01	2	0
ENSG00000173486.8	1392	1411	1229	1236	855	1417
ENSG00000173511.5	1011	936	729	856	573	1054
ENSG00000173517.6	3237.87	4070.97	3096.58	3162.03	2507.93	3913.32
ENSG00000173530.5	4	2	0	3	2	1
ENSG00000173531.11	390.84	437.18	344.52	206.79	190.37	428.92
ENSG00000173535.9	303	315	287	249	189	344
ENSG00000173540.8	1755.3	2013.29	1963.82	1560.88	1144.83	1854.11
ENSG00000173542.4	2074.9	2015.23	1897.36	2378.05	1969.86	2529.54
ENSG00000173545.4	1760	1666	1605	1827	1259	2022
ENSG00000173546.7	60.16	55.33	44.61	83.47	41.35	82.86
ENSG00000173548.8	1095.12	1037.25	839.56	1314.05	673.23	1405.97
ENSG00000173557.10	0	2	1	0	3	1
ENSG00000173559.7	492.88	380.16	527.85	582.67	448.8	568.26
ENSG00000173566.9	398	422	489	386	357	583
ENSG00000173567.10	11.91	17.61	6.59	4.08	6.79	11.92
ENSG00000173572.7	0	0	0	0	0	0
ENSG00000173575.13	11288.58	14397.87	10982.69	10788.27	9009.83	12248.77
ENSG00000173578.6	0	0	1	1	2	0
ENSG00000173581.3	406.05	414	460.14	348.97	259.27	578.37
ENSG00000173585.11	0	0	0	1	0	0
ENSG00000173588.10	910.38	956.25	943.78	996.75	800.29	984.31
ENSG00000173597.3	0	0	0	0	0	0
ENSG00000173598.9	4048.62	4117.67	4350.32	4764.45	3733.52	4688.67
ENSG00000173599.9	1679.51	2124.86	1840.5	1643.66	1314.16	2272.24
ENSG00000173610.7	1.01	3.03	2.02	0	2.02	1.01
ENSG00000173611.12	536	569.49	575.08	590	427	616
ENSG00000173612.5	0	0	0	0	0	0
ENSG00000173614.9	996.09	1084.83	819.17	777.97	657.63	956.09
ENSG00000173621.8	677.49	604.14	626.5	1006.34	631.84	1071.76
ENSG00000173626.5	11.19	10	10	7	9.45	4.88
ENSG00000173627.6	0	0	1	0	2	0
ENSG00000173638.14	2554.34	1752.72	2269.5	2206.18	1409.6	2316.09
ENSG00000173641.13	0	1	0	0	0	0
ENSG00000173653.3	1199.51	1297.31	1402.78	1264.28	950.7	1450.92
ENSG00000173660.7	7281.71	6520.24	6612.57	6053.73	4039.09	6457.98
ENSG00000173662.15	4	2	4	2	1	3
ENSG00000173673.7	0	1	0	0	0	0
ENSG00000173674.6	8373.01	8421.83	7781.97	8605.61	7274.46	8195.47
ENSG00000173678.10	75.36	124.07	77.82	73.79	39.08	94.6
ENSG00000173679.2	0	0	0	0	0	0
ENSG00000173681.11	545.21	597.1	531.83	667.2	527.19	730.91
ENSG00000173692.8	7856.06	9656.15	7880	8601.68	7865.06	8335.91
ENSG00000173698.13	119.87	177.98	151.03	116.2	71.89	136.44
ENSG00000173699.11	0	0	0	0	0	0
ENSG00000173702.3	2	0	0	7	4	11
ENSG00000173705.4	19.08	16.34	11.12	19.23	9.28	14.08
ENSG00000173706.8	140	99	253	196	155	313
ENSG00000173714.7	1	0	0	0	0	1
ENSG00000173715.11	1518.06	1866.79	1439.12	1464.42	1104.21	1509.61
ENSG00000173726.6	9391.77	8011.4	7881.22	9260.27	6389.54	8429.31
ENSG00000173727.7	17	28	13	18	18	18
ENSG00000173728.6	5	3.3	6	2	3	1
ENSG00000173744.12	3637	3720	3392	4058	3126	3911
ENSG00000173757.5	2154.14	2205.97	2039.76	2303.94	1672.39	2801.01
ENSG00000173762.3	0	0	2	0	0	1
ENSG00000173769.4	0	0	0	0	0	0
ENSG00000173786.11	1501.65	1123.6	1230.75	1550.42	951.35	1637.04
ENSG00000173801.12	22920.37	21986	21036	20415	13058	24210
ENSG00000173805.11	171.07	198.14	228.37	155.8	108.88	231.36
ENSG00000173809.11	31.17	35.17	28.72	47.4	41.47	39.91
ENSG00000173810.9	0	0	2.89	0	1.7	0
ENSG00000173811.6	3	4	6	3	0	0
ENSG00000173812.6	13574.11	12980.64	12610.19	13499	9756.93	13274.57
ENSG00000173818.12	1210.36	1409.74	1080.06	1195.24	886.29	1444.14
ENSG00000173821.15	12469.35	16449.94	11343.64	11117	8850.05	14587.72
ENSG00000173825.6	125	129	145	124	85	178
ENSG00000173826.10	9.18	8.21	9.45	7.03	2.2	9.1
ENSG00000173838.7	62.1	60.95	54.12	82.67	38.3	82.67
ENSG00000173846.8	150.89	161.93	161.68	118.63	100.44	110.75
ENSG00000173848.14	16884	17320	14251	16745	11980	13904
ENSG00000173852.9	2253.45	2628.33	2403.33	2839.17	2094.01	3047.06
ENSG00000173862.3	1	1	0	0	0	2
ENSG00000173867.8	45.84	40.81	40.12	35.85	17.9	27.25
ENSG00000173868.7	5	5	4	4	4	3
ENSG00000173875.9	1621.09	1724.25	1446.1	1426.99	1236.32	1665.56
ENSG00000173876.9	131.19	144.76	114.75	94.73	105.45	155.93
ENSG00000173889.10	3633.19	4120.96	3561.86	3438.35	2476.71	3890.39
ENSG00000173890.12	2180.87	1706	1695	2368.36	1417	1966.7
ENSG00000173894.6	5767	5934	5295	4799	3451	5585
ENSG00000173898.7	5123	4536	3389	4714	2791	4887
ENSG00000173905.4	1299	1416	1237	1655	1264	1655
ENSG00000173908.8	0	0	1	0	0	0
ENSG00000173914.7	1836.06	1954.9	1641.23	1677.92	1347.98	1916.78
ENSG00000173915.8	2786	2817.66	2563.67	3096	2258	3063
ENSG00000173917.9	19.56	10.23	25	37.22	17	36.72
ENSG00000173918.10	3	3	9.02	2	4	5.03
ENSG00000173926.5	153.04	145.05	164	148.66	79.37	164.93
ENSG00000173928.2	318.61	368.27	323.33	297.21	275.9	336.01
ENSG00000173930.8	128.68	261.6	234.14	92.37	102.4	252.71
ENSG00000173933.15	9068.69	8252.49	9042.62	8573.3	5781.51	9522.49
ENSG00000173947.9	23	16	34	39	16	59
ENSG00000173950.11	1054.03	1045	1115	1275.05	946.2	1408
ENSG00000173954.7	0	0	0	0	0	0
ENSG00000173960.8	1647.34	1588.68	1710.9	1896.87	1544.36	2078.07
ENSG00000173966.7	0	3.5	1.14	0	0	0
ENSG00000173976.11	7.11	9.06	13.1	3	4	7.01
ENSG00000173988.8	0	1	1	1	0	0
ENSG00000173991.5	54	74	44	51	33	74
ENSG00000173992.4	1082	1285.82	977.76	1019	791	1394.59
ENSG00000174004.5	2	4	2.1	1	0	5
ENSG00000174007.7	170.51	153.52	186.44	159.27	102.34	199
ENSG00000174010.9	473	479	451	495	416	475
ENSG00000174013.7	4198.59	4066.28	4162.1	4454.84	3450.41	4429.99
ENSG00000174015.5	18	26	18	31	23	32
ENSG00000174016.7	0	0	0	0	0	0
ENSG00000174021.6	1857.35	1977.48	1707.76	1559.74	1268	1875.59
ENSG00000174028.6	329.39	205.01	306.67	352.8	115.16	284.02
ENSG00000174032.12	1853.15	2195.97	2956.81	2176.73	1668.61	2547.42
ENSG00000174038.8	17.6	18.76	13.27	16.66	11.36	7.9
ENSG00000174059.12	0	0	0	0	0	0
ENSG00000174080.6	446	517	475	304	278	468
ENSG00000174083.13	0	0	0	0	0	0
ENSG00000174093.6	953.46	1205.33	819.36	968.63	765.34	1027.34
ENSG00000174099.6	26.41	40.12	36.14	48.18	32.27	45.49
ENSG00000174100.5	1287.89	1283.27	1231.23	1311.51	925.73	1388.25
ENSG00000174106.2	2668.38	3064.75	2544.83	2766.1	2137.17	3036.16
ENSG00000174109.3	945	944	878	844	649	833
ENSG00000174111.8	361.43	415.17	316.27	353.25	236.02	411.11
ENSG00000174123.6	15.43	24.43	21.01	22.3	12.3	25.52
ENSG00000174125.3	0	0	0	0	1	3.09
ENSG00000174130.8	25.64	17.08	26.36	30.36	18.17	27.34
ENSG00000174132.8	596	657	578	512	346	525
ENSG00000174136.7	1293.18	1468.25	1091.71	1083.73	782.22	1069
ENSG00000174137.8	68	62	64	58	28	68
ENSG00000174145.7	2	2	0	0	3	1
ENSG00000174151.10	2963.02	3383.09	2833.11	3211.56	2355.21	3521.23
ENSG00000174156.8	0	0	0	1	0	3
ENSG00000174165.3	929.43	1052.63	1003.33	948.8	862.79	1256.63
ENSG00000174171.4	21	6	21	29	21	30.07
ENSG00000174173.6	1629	1491	1467	1892	1452	1621
ENSG00000174175.12	0	0	1	0	0	0
ENSG00000174177.8	1527	1362	1444	1384	1028	1669
ENSG00000174194.11	425.36	408.18	297.51	481.25	451.08	559.75
ENSG00000174196.5	221.55	252.33	269.43	300.14	231.98	323.38
ENSG00000174197.12	4075.2	4133.14	3790.18	4701.02	3196.44	4677.04
ENSG00000174206.8	1371	1103	1098	1452	927	1272
ENSG00000174225.10	9	15	12	11	5	4
ENSG00000174226.4	0.66	1.27	2.38	2.95	2.31	0.38
ENSG00000174227.11	2692.72	3137	2546.18	2707	2144	3100
ENSG00000174231.12	34212.33	40417	31655.66	31603.94	23419.19	35515.44
ENSG00000174233.7	2958.24	3719.22	2497.78	2383.76	1772.11	3128.41
ENSG00000174236.2	9.67	23.6	19.15	21.49	15.54	10.68
ENSG00000174238.10	4332.94	4172.4	4249.86	4672.8	3109.17	4729.11
ENSG00000174243.5	12364.85	14267.52	11804.01	12486.29	9561.54	13084.87
ENSG00000174255.5	7.8	11.1	15.65	14.63	8.57	21.02
ENSG00000174276.5	656	746	610	626	488	771
ENSG00000174279.4	1	0	0	0	0	0
ENSG00000174282.7	3621	4250	3348	3044	2195	4103
ENSG00000174292.8	1111	1182	1026	1031	813	1336
ENSG00000174306.17	4636.2	4812.78	4807.63	5216.37	3443.26	6203.06
ENSG00000174307.5	2371	2306	2318	2460	1870	2925
ENSG00000174325.4	0	2	1	1	1	5
ENSG00000174326.7	6	12	11	8	9	11
ENSG00000174327.6	384	398	344	342	221	384
ENSG00000174332.3	0	0	1	0	0	0
ENSG00000174339.2	0	0	0	0	0	0
ENSG00000174343.5	0	0	0	1	1	1
ENSG00000174348.9	6.22	2.01	3.16	2.08	3.24	1.46
ENSG00000174353.12	1457.92	2094.55	1459.78	1655.24	1143.57	1804.98
ENSG00000174358.11	1	18	0	3	11	2
ENSG00000174365.15	316	343	284	318	210	310
ENSG00000174368.13	65.69	81.62	82.32	116.59	69.96	67.29
ENSG00000174370.5	45	25	35	69	51	92
ENSG00000174371.12	2068.48	1698.9	1992.75	1934.68	1373.66	2002.94
ENSG00000174373.11	3349.08	4233.14	3416.65	3278.62	2779.14	3844.25
ENSG00000174374.9	3711.6	3904	3846.39	4409.68	3292.32	5007
ENSG00000174384.8	66.87	130.31	166.45	67.2	109.86	142.87
ENSG00000174403.11	6.16	9.68	7.23	9.23	3.01	8.63
ENSG00000174405.9	778	808	937	668	547	806
ENSG00000174407.7	0	0	0	0	0	0
ENSG00000174408.8	0	0	0	0	0	0
ENSG00000174417.2	1	0	1	1	0	0
ENSG00000174418.7	0	0	0	0	0	1
ENSG00000174428.12	1044.24	1292.6	931.71	1210.84	970.57	1288.14
ENSG00000174429.3	1	4	7	4	0	2
ENSG00000174437.12	17009.92	16732.89	15239.96	16608.59	11363.88	16669.41
ENSG00000174442.7	4105.85	3828.35	3983.66	3570.82	2968.85	3563.48
ENSG00000174444.10	92504.39	83221.55	81182.03	81483.38	54699.73	88016.04
ENSG00000174446.8	1388.47	1456.79	1436.44	1373.95	987.92	1397.49
ENSG00000174448.4	1	0	2	3	2	1
ENSG00000174450.7	3	0	0	0	0	2.24
ENSG00000174453.5	2	3	2	1	2	0
ENSG00000174456.9	678.83	831.23	630.79	722.01	491.09	703.93
ENSG00000174460.3	3	8.38	9	2	6	5
ENSG00000174469.13	63.17	84.16	104.19	41.09	27.06	69.19
ENSG00000174473.11	115	185	138	147	101	168
ENSG00000174482.6	0	0	0	0	0	0
ENSG00000174483.15	907.84	1000.37	555.19	785.95	558.49	944.46
ENSG00000174485.10	1816.95	2043.54	1770.89	1727.49	1430.16	1896.49
ENSG00000174495.11	0	0	0	0	0	2.35
ENSG00000174498.9	425.37	504.09	457.31	530.45	367.37	724.05
ENSG00000174500.8	9	11	9	6	12	6
ENSG00000174501.10	738.81	1290.35	707.52	765.31	670.17	924.49
ENSG00000174502.14	3	3	3	2	2	2
ENSG00000174514.8	68.49	86.79	75.65	82.15	47.96	69.88
ENSG00000174516.10	484.14	469.5	501.31	579.79	370.82	620.18
ENSG00000174521.7	8	16	15	13	5	19
ENSG00000174527.5	3.06	5.48	3.01	3.47	4	5.2
ENSG00000174529.6	104	111	110	83	79	95
ENSG00000174547.9	3236	3262	3233	3583	2794	3774
ENSG00000174562.9	0	0	0	0	0	0
ENSG00000174564.8	92.06	59.51	69.43	66.09	48	70.19
ENSG00000174567.7	278	287	278	307	200	326
ENSG00000174572.3	2	2	0	0	0	0
ENSG00000174574.11	2222.84	2069.67	2417.17	1916.2	1397.74	2178.85
ENSG00000174576.4	1	0	0	0	0	0
ENSG00000174579.3	1964	2135	1704	1946	1471	2015
ENSG00000174586.6	342.45	435.02	322.72	325.53	255.54	455.4
ENSG00000174595.4	0	1	1	1	1	3
ENSG00000174599.4	44	55	50	6	4	10
ENSG00000174600.9	0	0	0	0	0	0
ENSG00000174606.8	840.88	981.48	816.84	906.36	715.69	984.71
ENSG00000174607.6	112.86	113.39	113.02	119.43	87.88	128.87
ENSG00000174611.7	5	5	1.05	7.12	1	2
ENSG00000174628.12	789.42	762.59	681.87	791.42	646.2	877.09
ENSG00000174640.8	9	9	9	23	23	38
ENSG00000174652.13	426.73	528.06	404.7	544.58	404.41	561.65
ENSG00000174667.2	0	0	0	0	0	0
ENSG00000174669.7	1946.83	1944.1	1444.54	1830.24	1166.04	1992.01
ENSG00000174672.11	141	148	129	151	107	205
ENSG00000174677.4	0	0	0	0	0	0
ENSG00000174678.9	0	0	0	0	0	1
ENSG00000174680.5	0	0	0	0	0	0
ENSG00000174684.6	833	912	781	860	608	1027
ENSG00000174695.5	6586.33	6898.17	6153.52	5672.22	4928.38	6040.09
ENSG00000174697.4	9.24	5.32	2.11	2.11	6.11	3.44
ENSG00000174705.7	932	828	766	824	543	990
ENSG00000174715.7	15.2	9.96	10.26	8.09	17.04	7.09
ENSG00000174718.7	1732	1845	2066	2036	1727	2397
ENSG00000174720.11	2285.87	2783.19	2092	2354	1959.16	2266.66
ENSG00000174721.9	164	151	111	195	107	159
ENSG00000174738.8	2620	1841	2177	3071	1842	3014
ENSG00000174740.7	0	0	0	0	0	0
ENSG00000174744.9	3655	3650	3661	4090	2903	4360
ENSG00000174748.14	50818.19	50662.34	44465.86	44399.72	33426.07	53609.43
ENSG00000174749.4	2103	2652	2079	1979	1657	2007
ENSG00000174775.12	1876	2166	1876	1710	1318	2032
ENSG00000174776.6	1	2	0	1	1	0
ENSG00000174780.11	6959.61	6960.94	6632.29	8129.13	5911.46	7737.86
ENSG00000174788.5	15.08	37.51	12.08	7.02	16.05	20.07
ENSG00000174791.6	360.28	274.26	269.79	447.23	224.69	433.02
ENSG00000174792.6	41.5	39.85	40.92	32.54	28.72	34.79
ENSG00000174796.8	979.2	1124.47	1005.1	1082.47	880.11	1089.96
ENSG00000174799.6	997.64	1167.24	1132.66	1006.54	1023.04	1319.17
ENSG00000174804.3	1516.42	1752.83	1356	939.9	649.87	1197.01
ENSG00000174807.3	0	1	1	0	0	1
ENSG00000174808.7	1	1	1	4	2	4
ENSG00000174827.9	202.86	141.79	213.68	132.68	68.81	199.54
ENSG00000174837.10	1	0	2	0	0	1
ENSG00000174839.8	1308.21	1412.78	1280.92	1172.35	952.85	1346.76
ENSG00000174840.8	1742.41	1792.07	1675.05	1848.24	1313.41	1855.69
ENSG00000174842.12	411	465	456	457	388	510
ENSG00000174844.10	3	0	1	0	1	2
ENSG00000174851.10	2595.04	2222.61	2122.85	2450.42	1735.76	2605.46
ENSG00000174871.6	218.96	343.39	298.15	202.58	203.24	337.54
ENSG00000174876.12	0	0	1.7	1.8	1.29	1.07
ENSG00000174885.8	9	2	5	4	3	7
ENSG00000174886.8	1519.76	1575.26	1291.32	1292.37	945.95	1586.07
ENSG00000174891.8	2575.47	2685.09	2476.96	2713.6	2109.86	2702.76
ENSG00000174898.11	9.81	10.49	7.43	11.01	6.62	14.81
ENSG00000174899.6	0	1	1	2	1	3
ENSG00000174903.10	16869.51	18319.04	15553.85	14173.91	9594.18	17147.81
ENSG00000174912.6	42.7	59.08	52.31	53.91	27.92	57.86
ENSG00000174914.1	0	0	0	0	0	0
ENSG00000174915.7	627	649	606	599	405	796
ENSG00000174917.4	596	555.53	496.46	614.16	350.06	720.49
ENSG00000174928.11	285.67	302.16	258.08	355.22	242.84	362.03
ENSG00000174930.3	0	0	0	0	1	0
ENSG00000174937.2	0	0	0	0	0	0
ENSG00000174938.10	2432	2864	2141	2217	1625	3264
ENSG00000174939.6	396.98	179.11	277.5	485.29	213.64	420.24
ENSG00000174942.1	0	0	0	0	0	0
ENSG00000174943.5	2057.09	2187.06	2112.34	1855.04	1405.06	2347.68
ENSG00000174944.4	5	8	4	4	0	3
ENSG00000174945.9	1078	1095.98	1023.56	1152.61	758	1152
ENSG00000174946.5	0	1	2	4	0	2
ENSG00000174948.5	0	0	1	0	0	1
ENSG00000174950.6	18	19	25	6	8	25
ENSG00000174951.6	710.59	736.7	683.89	750.82	494.1	775.22
ENSG00000174953.9	6334.93	6263.26	5618.45	6963.29	5052.31	6356.16
ENSG00000174957.1	0	0	0	0	0	0
ENSG00000174963.13	624.57	795.1	578	629.03	471.86	821
ENSG00000174970.2	0	0	0	0	0	0
ENSG00000174977.7	3.19	7.26	7.15	0	10.9	0
ENSG00000174982.2	0	0	0	0	0	0
ENSG00000174989.8	1801.54	1724.86	1576.28	1669.6	1096.32	1800.58
ENSG00000174990.3	7	4	4	6	3	6
ENSG00000174992.6	19.75	30.87	16.67	26.44	14.65	21.78
ENSG00000174996.7	4048.58	3864.7	4048.32	3569.7	2499.72	4385.33
ENSG00000175003.8	1	1	0	1	0	3
ENSG00000175018.8	0	0	0	0	0	0
ENSG00000175029.12	4673.17	5289.51	4878.98	4421.2	3307.07	5026.14
ENSG00000175040.4	0	0	1	0	0	0
ENSG00000175048.12	168.8	205.17	202.73	222.55	174.31	213.91
ENSG00000175054.10	3693.62	3637	3421.4	3823.88	3019.08	3695.48
ENSG00000175061.13	17732.22	17360.94	16080.98	19303.08	13796.58	21829.63
ENSG00000175063.12	3574	6636	5179	3223	3801	4907.99
ENSG00000175065.7	1	0	0	0	0	1
ENSG00000175066.11	1081.49	1112.24	983.31	1034.67	835.5	1123.04
ENSG00000175073.7	1795.74	1990.28	1672.02	1772.78	1298.38	1746.4
ENSG00000175077.5	0	0	0	0	0	0
ENSG00000175084.7	0	3	2	0	1	0
ENSG00000175087.5	1244	1423	1290	885	849	1065
ENSG00000175093.4	76.3	77.78	117.35	93.52	84.15	105.11
ENSG00000175097.3	0	0	0	0.9	2.23	0
ENSG00000175104.10	575.32	690.76	520	599	467.49	666
ENSG00000175105.5	1418.86	1552.42	1172.61	1287.44	1071.24	1369.2
ENSG00000175106.12	215.91	285.41	250.35	241.76	223.18	250.82
ENSG00000175110.7	1767.34	1874.99	1755.65	1792.97	1511.2	1858.72
ENSG00000175115.7	6712.7	6417.22	5430.16	7002.43	4568.53	7157.78
ENSG00000175121.7	0	0	0	0	0	0
ENSG00000175130.6	6207	4781	5166	6986	4381	7308
ENSG00000175137.9	1340	1553	1159	1118	868	1422
ENSG00000175143.3	0	0	0	0	0	0
ENSG00000175147.7	36.51	30.45	39.07	35.38	25.43	35.02
ENSG00000175155.4	1353	1247	719	1295	918	1441
ENSG00000175161.9	9	16	9	0	0	3
ENSG00000175164.9	0	0	0	0	0	0
ENSG00000175166.12	24862.41	26057.56	22545.96	25150.06	17880.77	23873.31
ENSG00000175170.10	15.64	21.64	14.8	13.4	11.84	24.97
ENSG00000175175.4	454	611	556	560	439	701
ENSG00000175182.9	715.46	614.74	728.09	689.33	402.23	860.7
ENSG00000175183.5	142	130.91	161.52	137.59	128.04	220.33
ENSG00000175189.2	9	4	5	7	4	7
ENSG00000175193.8	2889.41	2550.45	3036.27	3452.31	2357.08	3383.07
ENSG00000175197.6	385.59	384.74	389.56	498.89	272.33	437.2
ENSG00000175198.10	554	562	528	465	308	556
ENSG00000175202.3	5	0	4	1	4	2
ENSG00000175203.11	5008.23	5054.35	5408.38	5361.68	3907.14	6180.39
ENSG00000175206.6	5.84	4.86	2.63	5.63	2.39	2.14
ENSG00000175213.2	788	758	750	780	503	823
ENSG00000175215.5	10816	11622	9037	10233	7240	11732
ENSG00000175216.10	19896	29246	23741	19862	19600	24227
ENSG00000175220.7	6610.34	6120.16	6169.7	5646.86	3493.95	6770.45
ENSG00000175221.10	1699	1928	1699	1756	1123	2206
ENSG00000175224.12	3864.33	4355.76	3664.41	3620.64	2759.7	4489.11
ENSG00000175229.6	0	0	0	0	1	0
ENSG00000175262.10	7.18	6.26	5.05	8.29	3.91	19.31
ENSG00000175264.3	94	140.85	98.57	46	45.76	101.57
ENSG00000175265.13	2746.59	3370.19	2458.4	2398.24	1793.94	2816.17
ENSG00000175267.10	4	3	2	3	4	2
ENSG00000175274.14	4405.95	4414.94	3841.91	3988.89	2728.99	4645.94
ENSG00000175279.17	928.54	968.03	1014.35	795.24	642.82	930.97
ENSG00000175283.7	1789	1847	1928	1941	1343	2027
ENSG00000175287.14	18.64	12.23	10.24	15.28	4.01	12.13
ENSG00000175294.5	21	6	6	35	15	30
ENSG00000175302.4	1.5	3.65	2.26	3.97	1.6	0
ENSG00000175305.12	3696.94	3428.56	3306.76	2887.14	2254.94	2714.65
ENSG00000175309.10	1666.74	2041.18	1461.82	1468.18	964.42	1774.34
ENSG00000175311.5	5.37	9.61	10.75	10.55	4.23	4.2
ENSG00000175315.2	4	4	6	6	2	5
ENSG00000175318.7	19.19	12.17	17.28	23.35	13.56	20.74
ENSG00000175319.2	0	0	0	1.07	0	0
ENSG00000175322.7	398.84	464.85	406.61	393.33	351.08	431.6
ENSG00000175324.5	1114.11	1009.77	1063.23	1133.29	856.89	1194.14
ENSG00000175325.2	0	1	0	0	0	0
ENSG00000175329.8	0	0	2	1	0	0
ENSG00000175334.3	12109.02	13207.29	11676.92	12704.36	8840.24	12829.65
ENSG00000175336.8	2.55	3.54	4.06	5.54	0	2.35
ENSG00000175344.12	8.83	8.44	5.16	6.98	3.55	6.84
ENSG00000175348.6	1588.82	1515.78	1467.71	1524.72	1169.94	1555.94
ENSG00000175352.6	30.98	40.2	38.35	29.79	30.14	42.68
ENSG00000175354.14	1524.58	1717.06	1557.91	1545.15	1269.25	1768.06
ENSG00000175356.8	3560.04	3522	2749	1772	1307	2003
ENSG00000175376.4	2790.61	2902.77	2582.29	2877.55	2079.35	2767.96
ENSG00000175387.11	2634.94	2803.71	2567.67	2745.14	1949.03	2837.24
ENSG00000175390.8	3125.47	3156.23	2894.8	3213.21	2201.09	3329.51
ENSG00000175393.2	0	0	0	0	0	0
ENSG00000175395.11	274	218	207	244	193	221
ENSG00000175398.2	0	0	0	0	0	0
ENSG00000175414.6	30.73	41.95	32.66	46.32	46.05	37.11
ENSG00000175416.8	3943	3768	3674	4127	3143	3963
ENSG00000175426.6	0	0	0	0	1	1
ENSG00000175445.10	0	0	0	0	0	0
ENSG00000175449.9	87.16	104.16	84.79	97.11	97.77	116.98
ENSG00000175455.10	3692	5005	3831	3053	3143	3915.01
ENSG00000175463.7	109	124.53	93.92	102.69	43	134
ENSG00000175467.10	6198	6500	5975	6529	4631	6698
ENSG00000175470.14	1936.05	1980.01	1738.93	1926.01	1442.28	2251.04
ENSG00000175471.15	157	175	133	114	98	133
ENSG00000175482.4	3266.88	3251.91	2511.92	3218.64	2208.2	3416.73
ENSG00000175485.2	1	1	0	0	0	1
ENSG00000175489.8	4.3	7.42	1.14	4.43	6.75	22.41
ENSG00000175497.12	6	4.29	1.33	6.32	3.06	2
ENSG00000175505.9	480.12	389.29	354.67	585.03	327.47	536.61
ENSG00000175509.8	0	0	2	0	0	0
ENSG00000175513.4	0	0	2	0	0	1
ENSG00000175514.2	1	0	2	1.84	1	1
ENSG00000175518.6	0	0	0	0	1	0
ENSG00000175520.8	0	0	0	0	0	0
ENSG00000175535.6	1	0	0	1	0	0
