ensgeneid	sym	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSMUSG00000049577	Zfpm1	11	0	35	36
ENSMUSG00000049891	Gm7984	0	10	9	36
ENSMUSG00000050914	Ankrd37	27	21	36	12
ENSMUSG00000051008	4930412M03Rik	36	6	5	14
ENSMUSG00000051297	2410124H12Rik	0	0	36	1
ENSMUSG00000058626	Capn11	36	10	29	32
ENSMUSG00000059772	Slx1b	36	15	17	15
ENSMUSG00000059810	Rgs3	7	36	0	33
ENSMUSG00000059824	Dbp	2	5	36	12
ENSMUSG00000060288	Ppih	20	14	36	20
ENSMUSG00000061099	Gapdhs	8	36	14	16
ENSMUSG00000063430	Wscd2	19	3	36	22
ENSMUSG00000063605	Ccdc102a	1	1	5	36
ENSMUSG00000066097	Cyp2j11	36	4	0	0
ENSMUSG00000067480	na	36	28	11	16
ENSMUSG00000068696	Gpr88	36	0	33	4
ENSMUSG00000070394	1810027O10Rik	30	10	24	36
ENSMUSG00000070802	Pnmal2	18	36	11	30
ENSMUSG00000073079	Srp54c	17	16	36	34
ENSMUSG00000073366	na	5	5	36	4
ENSMUSG00000073478	D730003I15Rik	11	23	24	36
ENSMUSG00000077394	na	19	4	12	36
ENSMUSG00000081128	Gm13328	31	17	12	36
ENSMUSG00000081648	Gm13423	36	29	4	1
ENSMUSG00000082552	Gm11850	20	0	36	0
ENSMUSG00000083473	Gm13207	36	9	11	16
ENSMUSG00000084960	B430010I23Rik	34	29	36	19
ENSMUSG00000084984	1700006P19Rik	36	8	27	10
ENSMUSG00000085289	Gm15337	36	4	0	13
ENSMUSG00000086022	Rad51ap2	12	36	8	6
ENSMUSG00000086266	Igf2as	2	0	36	3
ENSMUSG00000087046	na	3	0	26	36
ENSMUSG00000087366	BC042782	16	8	27	36
ENSMUSG00000087566	na	21	12	16	36
ENSMUSG00000091696	na	12	6	2	36
ENSMUSG00000092335	Gm7221	13	16	36	10
ENSMUSG00000001663	Gstt1	0	0	7	37
ENSMUSG00000002109	Ddb2	6	11	3	37
ENSMUSG00000021572	Cep72	24	5	37	22
ENSMUSG00000021791	Dydc2	8	37	3	2
ENSMUSG00000022474	Pmm1	18	9	13	37
ENSMUSG00000024206	Rfx2	20	37	14	28
ENSMUSG00000024732	Ccdc86	25	21	23	37
ENSMUSG00000026189	Pecr	37	18	36	23
ENSMUSG00000026520	Pycr2	13	28	4	37
ENSMUSG00000027597	Ahcy	6	34	37	20
ENSMUSG00000028670	Lypla2	37	2	27	34
ENSMUSG00000029071	Dvl1	21	14	36	37
ENSMUSG00000029073	Gltpd1	30	17	37	30
ENSMUSG00000030431	Tmem238	5	13	10	37
ENSMUSG00000030825	Hsd17b14	37	24	10	6
ENSMUSG00000031255	Sytl4	10	4	37	27
ENSMUSG00000032091	Tmprss4	0	0	37	0
ENSMUSG00000032101	Ddx25	37	32	14	2
ENSMUSG00000032343	Impg1	37	1	0	0
ENSMUSG00000034156	Bzrap1	4	6	13	37
ENSMUSG00000035769	Xylb	8	5	37	8
ENSMUSG00000036975	Tmem177	10	7	37	20
ENSMUSG00000037326	Solh	37	21	5	28
ENSMUSG00000038028	9630033F20Rik	11	12	35	37
ENSMUSG00000039065	Fam173b	37	27	18	24
ENSMUSG00000040563	BC018242	32	13	28	37
ENSMUSG00000041736	Tspo	0	0	15	37
ENSMUSG00000042787	Exog	37	7	19	31
ENSMUSG00000043498	9330132A10Rik	1	37	9	9
ENSMUSG00000045655	AU021034	7	28	37	1
ENSMUSG00000045948	Mrps12	27	18	34	37
ENSMUSG00000047843	Bri3	6	7	6	37
ENSMUSG00000048351	2010305A19Rik	15	17	34	37
ENSMUSG00000049404	Rarres1	1	37	34	0
ENSMUSG00000050075	Gpr171	25	35	37	8
ENSMUSG00000052926	Rnaseh2a	31	10	24	37
ENSMUSG00000054555	Adam12	37	26	1	3
ENSMUSG00000055235	Wdr86	6	4	8	37
ENSMUSG00000055862	Izumo4	9	7	13	37
ENSMUSG00000056698	Elmod3	23	9	9	37
ENSMUSG00000056895	Hist3h2ba	7	12	4	37
ENSMUSG00000061477	Rps7	21	17	37	14
ENSMUSG00000062691	1110001A16Rik	22	8	27	37
ENSMUSG00000063409	Lrrc43	37	22	1	0
ENSMUSG00000063446	E130309F12Rik	16	13	37	15
ENSMUSG00000065089	na	21	37	8	4
ENSMUSG00000067288	Rps28	5	21	16	37
ENSMUSG00000070803	Cited4	1	0	15	37
ENSMUSG00000072893	4933439C10Rik	37	31	16	34
ENSMUSG00000073144	4930599N23Rik	16	37	8	0
ENSMUSG00000073383	na	37	35	2	11
ENSMUSG00000073844	Gm6252	0	5	1	37
ENSMUSG00000075318	Scn2a1	31	25	37	23
ENSMUSG00000075514	Gm13375	10	0	17	37
ENSMUSG00000078612	1700024P16Rik	37	32	7	4
ENSMUSG00000078689	Mup6	0	37	0	0
ENSMUSG00000078765	U2af1l4	30	16	34	37
ENSMUSG00000078794	Dact3	7	8	37	35
ENSMUSG00000079489	C030013D06Rik	37	11	3	19
ENSMUSG00000081775	Gm12420	37	23	34	23
ENSMUSG00000082028	Gm1826	1	10	5	37
ENSMUSG00000082876	Gm11889	5	37	24	14
ENSMUSG00000083681	Gm6640	15	0	37	1
ENSMUSG00000084081	Gm12057	37	29	22	3
ENSMUSG00000085982	9530051G07Rik	0	37	8	12
ENSMUSG00000086331	Gm16310	24	37	3	24
ENSMUSG00000086728	2410133F24Rik	37	36	13	12
ENSMUSG00000087365	C430049B03Rik	1	18	37	9
ENSMUSG00000087516	Gm2301	1	0	8	37
ENSMUSG00000087606	Gm16121	37	3	30	8
ENSMUSG00000090721	na	37	23	12	13
ENSMUSG00000091750	na	37	14	18	25
ENSMUSG00000001999	Blvra	9	10	31	38
ENSMUSG00000002210	1500002O20Rik	19	3	15	38
ENSMUSG00000006800	Sulf2	38	17	21	31
ENSMUSG00000007034	Slc44a4	2	0	38	14
ENSMUSG00000015880	Ncapg	9	14	12	38
ENSMUSG00000016349	Eef1a2	2	38	1	0
ENSMUSG00000020087	Tysnd1	12	9	38	36
ENSMUSG00000020163	Uqcr11	10	24	15	38
ENSMUSG00000020440	Arf5	38	18	31	23
ENSMUSG00000020514	Mrpl22	9	38	17	24
ENSMUSG00000024761	Gm16437	8	17	3	38
ENSMUSG00000024854	Pold4	6	0	18	38
ENSMUSG00000025155	Dus1l	20	36	20	38
ENSMUSG00000025578	Cbx8	6	0	38	20
ENSMUSG00000026468	Lhx4	38	31	0	2
ENSMUSG00000026792	Lrsam1	14	8	21	38
ENSMUSG00000027582	Zgpat	34	28	24	38
ENSMUSG00000027944	Hax1	1	13	24	38
ENSMUSG00000028236	Sdr16c5	0	0	38	12
ENSMUSG00000029047	Pex10	12	1	21	38
ENSMUSG00000029097	2310079F23Rik	15	38	28	27
ENSMUSG00000029206	Nsun7	4	5	38	7
ENSMUSG00000029211	Gabra4	0	38	4	3
ENSMUSG00000029456	Acad10	3	7	6	38
ENSMUSG00000029610	Aimp2	15	15	17	38
ENSMUSG00000029641	Rasl11a	0	6	9	38
ENSMUSG00000029819	Npy	15	1	20	38
ENSMUSG00000030214	Plbd1	5	0	8	38
ENSMUSG00000030643	Rab30	5	26	38	16
ENSMUSG00000031250	Tnmd	1	0	38	0
ENSMUSG00000031344	Gabrq	2	0	38	0
ENSMUSG00000031827	Cotl1	0	2	11	38
ENSMUSG00000032392	Parp16	38	11	24	30
ENSMUSG00000033032	Afap1l1	6	3	38	30
ENSMUSG00000033706	Smyd5	15	17	1	38
ENSMUSG00000034758	Tle6	0	0	2	38
ENSMUSG00000035112	Wnk4	7	0	24	38
ENSMUSG00000035504	Reep6	38	7	8	25
ENSMUSG00000036411	9530077C05Rik	25	38	26	14
ENSMUSG00000037279	Ovol2	5	0	38	28
ENSMUSG00000037661	Gpr160	7	7	34	38
ENSMUSG00000039041	Adrm1	25	38	23	38
ENSMUSG00000039084	Chad	0	3	3	38
ENSMUSG00000040414	Slc25a28	10	12	3	38
ENSMUSG00000040521	Tsfm	38	16	31	20
ENSMUSG00000041396	2810422O20Rik	38	12	34	7
ENSMUSG00000041406	BC055324	38	5	17	27
ENSMUSG00000046814	Gchfr	1	0	4	38
ENSMUSG00000046922	Gpr6	38	0	1	0
ENSMUSG00000046952	Gm5815	31	26	2	38
ENSMUSG00000048087	Gm4737	6	9	11	38
ENSMUSG00000048540	Nhlh2	0	38	0	0
ENSMUSG00000050896	Rtn4rl2	38	17	1	0
ENSMUSG00000051149	Adnp	38	3	11	5
ENSMUSG00000052565	Hist1h1d	3	22	26	38
ENSMUSG00000054934	Kcnmb4	19	21	38	17
ENSMUSG00000055430	Nap1l5	24	35	6	38
ENSMUSG00000055538	Zcchc24	2	0	5	38
ENSMUSG00000055692	Tmem191c	30	38	7	9
ENSMUSG00000055725	Paqr3	23	16	30	38
ENSMUSG00000059326	Csf2ra	11	19	20	38
ENSMUSG00000059555	A830007P12Rik	0	0	28	38
ENSMUSG00000059791	Nrm	1	3	14	38
ENSMUSG00000061578	Ksr2	38	23	2	28
ENSMUSG00000075495	na	2	38	1	0
ENSMUSG00000078768	Zfp566	16	1	19	38
ENSMUSG00000080829	Gm8545	38	7	14	0
ENSMUSG00000081138	Gm12834	21	20	28	38
ENSMUSG00000081975	Gm12482	1	2	9	38
ENSMUSG00000083179	Gm12693	9	13	11	38
ENSMUSG00000083362	Gm8606	1	0	38	0
ENSMUSG00000083834	Gm12577	32	3	38	7
ENSMUSG00000084353	Gm15452	0	38	5	22
ENSMUSG00000085784	Gm12158	38	3	5	0
ENSMUSG00000085916	na	38	21	11	24
ENSMUSG00000086132	Gm13631	38	11	0	1
ENSMUSG00000086448	9330162012Rik	7	14	6	38
ENSMUSG00000087514	Gm16076	22	38	8	30
ENSMUSG00000088158	Scarna3b	12	38	31	6
ENSMUSG00000089827	1700023H06Rik	21	38	19	6
ENSMUSG00000090628	Gm17083	20	31	14	38
ENSMUSG00000091133	Gm17108	14	38	18	9
ENSMUSG00000093577	Gm20632	25	7	38	25
ENSMUSG00000000318	Clec10a	26	7	39	0
ENSMUSG00000002055	Spag5	5	5	9	39
ENSMUSG00000003526	Prodh	5	1	5	39
ENSMUSG00000003531	Dgcr6	22	7	13	39
ENSMUSG00000008461	Fut1	31	39	5	12
ENSMUSG00000011118	Panx3	1	0	25	39
ENSMUSG00000014554	Dguok	15	12	6	39
ENSMUSG00000015126	0610007P22Rik	22	39	8	31
ENSMUSG00000018362	Kpna2	39	29	17	20
ENSMUSG00000019082	Slc25a22	23	2	13	39
ENSMUSG00000022248	Rad1	39	11	23	28
ENSMUSG00000022428	Cby1	24	18	22	39
ENSMUSG00000022429	Dmc1	18	35	39	13
ENSMUSG00000022438	Parvb	35	39	18	20
ENSMUSG00000022758	P2rx6	39	38	13	26
ENSMUSG00000024181	Mrpl28	29	11	12	39
ENSMUSG00000024246	Thumpd2	34	39	24	13
ENSMUSG00000024647	Cbln2	0	39	1	32
ENSMUSG00000025511	Tspan4	9	0	9	39
ENSMUSG00000026208	Des	2	39	0	1
ENSMUSG00000026525	Opn3	23	9	39	10
ENSMUSG00000026659	Dusp12	32	9	39	27
ENSMUSG00000026872	Zeb2	0	15	20	39
ENSMUSG00000026922	Agpat2	22	0	34	39
ENSMUSG00000028553	Angptl3	34	15	39	9
ENSMUSG00000028730	Wdr65	34	39	2	9
ENSMUSG00000028974	Dffa	39	14	29	20
ENSMUSG00000029370	Rassf6	24	0	39	17
ENSMUSG00000029414	Kntc1	3	8	14	39
ENSMUSG00000029575	Mmab	29	14	28	39
ENSMUSG00000030157	Clec2d	4	10	5	39
ENSMUSG00000030249	Abcc9	15	39	6	5
ENSMUSG00000030321	BC060267	23	39	5	22
ENSMUSG00000031492	Chrnb3	39	3	1	0
ENSMUSG00000031903	Pla2g15	5	7	20	39
ENSMUSG00000032842	Abcc10	39	30	15	38
ENSMUSG00000033187	BC016579	39	37	6	0
ENSMUSG00000035842	Ddx11	25	39	33	22
ENSMUSG00000037085	Trmt12	22	13	39	33
ENSMUSG00000037159	Wee2	39	21	4	1
ENSMUSG00000037649	H2-DMa	7	3	39	28
ENSMUSG00000038738	Shank1	29	5	24	39
ENSMUSG00000038916	6330407J23Rik	31	39	2	0
ENSMUSG00000039375	Wdr17	24	39	21	11
ENSMUSG00000040613	Apobec1	0	0	6	39
ENSMUSG00000040629	Mael	39	15	2	2
ENSMUSG00000043463	Rab9b	36	39	22	36
ENSMUSG00000044876	Zfp444	8	15	26	39
ENSMUSG00000045625	Pigz	0	0	0	39
ENSMUSG00000046822	Slc39a3	23	12	11	39
ENSMUSG00000046991	Wdr27	37	39	2	5
ENSMUSG00000047003	Zfp41	34	30	35	39
ENSMUSG00000047592	BC055004	39	0	4	1
ENSMUSG00000049502	Dtx3l	5	9	21	39
ENSMUSG00000054003	Tdrd9	39	0	0	1
ENSMUSG00000059363	Fxn	8	8	30	39
ENSMUSG00000064317	Gm10146	3	31	1	39
ENSMUSG00000071083	Gm10311	6	20	39	5
ENSMUSG00000071669	Snx29	33	39	11	17
ENSMUSG00000074003	Gucy2d	0	39	1	0
ENSMUSG00000074406	Zfp628	10	6	6	39
ENSMUSG00000074646	6430550D23Rik	39	11	25	4
ENSMUSG00000078695	Cisd3	16	14	11	39
ENSMUSG00000078995	Zfp456	27	39	37	19
ENSMUSG00000084274	Gm12504	39	16	32	32
ENSMUSG00000084808	9430091E24Rik	28	21	25	39
ENSMUSG00000084878	Gm15817	8	18	10	39
ENSMUSG00000086977	na	36	39	31	0
ENSMUSG00000090516	Gm6202	9	5	17	39
ENSMUSG00000091138	na	4	1	19	39
ENSMUSG00000091171	na	39	24	9	29
ENSMUSG00000001666	Ddt	9	10	12	40
ENSMUSG00000005320	Fgfr4	5	5	13	40
ENSMUSG00000010607	Pigyl	6	14	40	22
ENSMUSG00000012017	Scarf2	0	0	2	40
ENSMUSG00000020282	Rhbdf1	6	9	4	40
ENSMUSG00000020441	2310033P09Rik	20	4	20	40
ENSMUSG00000020897	Aurkb	1	0	12	40
ENSMUSG00000021094	Dhrs7	15	5	17	40
ENSMUSG00000022849	Hspbap1	22	40	18	9
ENSMUSG00000022864	D16Ertd472e	12	14	40	29
ENSMUSG00000023243	Kcnk5	3	0	40	15
ENSMUSG00000023908	Pkmyt1	0	0	1	40
ENSMUSG00000024211	Grm8	0	4	0	40
ENSMUSG00000024787	Snx15	40	18	37	17
ENSMUSG00000027684	Mecom	16	2	40	11
ENSMUSG00000027890	Gstm4	6	5	7	40
ENSMUSG00000028262	Clca2	1	0	26	40
ENSMUSG00000031388	Naa10	40	22	11	39
ENSMUSG00000031688	Pou4f2	40	33	0	0
ENSMUSG00000031982	Arv1	40	30	30	23
ENSMUSG00000032503	Arpp21	3	3	40	7
ENSMUSG00000032766	Gng11	8	2	40	29
ENSMUSG00000033416	1110038D17Rik	29	6	35	40
ENSMUSG00000033805	Ephx4	33	16	40	32
ENSMUSG00000034159	2310007B03Rik	1	0	5	40
ENSMUSG00000034892	Rps29	13	40	9	3
ENSMUSG00000035104	Fam176a	40	5	12	26
ENSMUSG00000035582	Gdpd4	40	29	1	0
ENSMUSG00000035929	H2-Q4	11	9	17	40
ENSMUSG00000036611	Eepd1	3	8	40	20
ENSMUSG00000038600	Atp6v0a4	40	16	3	2
ENSMUSG00000039546	Ajap1	1	9	1	40
ENSMUSG00000044377	Gm13080	38	40	14	23
ENSMUSG00000048191	Muc6	40	21	20	17
ENSMUSG00000048281	Dleu7	0	9	40	2
ENSMUSG00000055216	9430025C20Rik	40	16	0	9
ENSMUSG00000055368	Slc6a2	2	0	40	4
ENSMUSG00000059866	Tnip2	16	15	11	40
ENSMUSG00000060985	Tdrd5	40	23	5	0
ENSMUSG00000061126	Cyp4f39	40	21	1	1
ENSMUSG00000062116	Zfp954	5	13	15	40
ENSMUSG00000062391	4932435O22Rik	40	0	17	10
ENSMUSG00000063428	Ddo	7	40	17	24
ENSMUSG00000063646	Jakmip1	40	6	0	0
ENSMUSG00000065226	na	40	16	26	13
ENSMUSG00000070035	na	7	9	12	40
ENSMUSG00000071341	Egr4	40	6	8	9
ENSMUSG00000073775	Kti12	40	28	36	26
ENSMUSG00000075224	Lrrc55	0	0	0	40
ENSMUSG00000081553	Gm12699	40	11	40	30
ENSMUSG00000082852	Gm12021	13	0	40	0
ENSMUSG00000083718	Ccnb2-ps	7	40	26	14
ENSMUSG00000087178	A230056P14Rik	26	40	24	12
ENSMUSG00000088185	Scarna2	24	8	29	40
ENSMUSG00000091498	Brp44l-ps	4	7	4	40
ENSMUSG00000000884	Gnb1l	9	4	10	41
ENSMUSG00000004961	Syt5	2	3	27	41
ENSMUSG00000007207	Stx1a	41	11	8	8
ENSMUSG00000007610	Gtpbp3	39	37	41	20
ENSMUSG00000008450	Nutf2	20	13	26	41
ENSMUSG00000008690	Ncaph2	19	6	8	41
ENSMUSG00000015942	Gtf2ird2	25	12	8	41
ENSMUSG00000016179	Camk1g	9	11	36	41
ENSMUSG00000018654	Ikzf1	41	31	10	13
ENSMUSG00000020491	2810021J22Rik	33	26	41	14
ENSMUSG00000020744	Slc25a19	41	25	26	31
ENSMUSG00000021874	4933413J09Rik	41	11	3	9
ENSMUSG00000022414	Tab1	10	0	8	41
ENSMUSG00000022515	Anks3	41	38	11	33
ENSMUSG00000023224	Serping1	1	0	41	30
ENSMUSG00000024502	Jakmip2	4	22	41	15
ENSMUSG00000024558	Mapk4	31	30	29	41
ENSMUSG00000024963	Dnajc4	1	0	2	41
ENSMUSG00000025855	Prkar1b	7	11	32	41
ENSMUSG00000026831	1700007K13Rik	27	41	0	4
ENSMUSG00000027221	Chst1	41	5	15	6
ENSMUSG00000027395	Polr1b	23	12	41	24
ENSMUSG00000030283	St8sia1	2	41	23	30
ENSMUSG00000030630	Fah	2	10	4	41
ENSMUSG00000031767	Nudt7	22	12	31	41
ENSMUSG00000032523	Hhatl	0	7	0	41
ENSMUSG00000034189	Hsdl1	41	27	21	39
ENSMUSG00000034379	Wdr5b	25	41	8	11
ENSMUSG00000034459	Ifit1	13	25	41	19
ENSMUSG00000034538	Zfp418	32	41	41	32
ENSMUSG00000034748	Sirt6	29	21	16	41
ENSMUSG00000034898	Filip1	34	26	22	41
ENSMUSG00000034917	Tjp3	22	10	13	41
ENSMUSG00000036138	Acaa1a	15	4	41	31
ENSMUSG00000036430	Tbcc	41	33	11	19
ENSMUSG00000036835	Psenen	6	21	3	41
ENSMUSG00000036850	Mrpl41	17	32	41	34
ENSMUSG00000038618	Rassf7	12	11	20	41
ENSMUSG00000039206	Daglb	22	13	41	28
ENSMUSG00000042210	Abhd14a	29	19	28	41
ENSMUSG00000043831	Lysmd4	41	12	25	16
ENSMUSG00000044709	Gemin7	18	5	11	41
ENSMUSG00000047992	Fam69c	6	10	41	31
ENSMUSG00000048065	Cyb5r2	27	41	7	5
ENSMUSG00000048728	Zfp454	1	5	41	20
ENSMUSG00000049556	Lingo1	41	9	6	9
ENSMUSG00000049950	Rpp38	41	25	17	20
ENSMUSG00000050272	Dscam	31	41	1	3
ENSMUSG00000052135	Foxo6	2	4	1	41
ENSMUSG00000052384	Lrrc33	11	41	4	26
ENSMUSG00000056043	Rgs9bp	41	12	17	6
ENSMUSG00000057967	Fgf18	4	0	24	41
ENSMUSG00000058427	Cxcl2	0	0	17	41
ENSMUSG00000059039	na	18	18	33	41
ENSMUSG00000059173	Pde1a	2	41	6	8
ENSMUSG00000059540	Tcea2	6	0	41	38
ENSMUSG00000061510	Gm10101	10	4	41	1
ENSMUSG00000061740	Cyp2d22	0	0	22	41
ENSMUSG00000062006	Rpl34	31	25	41	32
ENSMUSG00000062588	Gm6104	20	25	10	41
ENSMUSG00000067158	Col4a4	15	13	19	41
ENSMUSG00000068874	Selenbp1	0	4	21	41
ENSMUSG00000070461	9230112E08Rik	41	16	9	29
ENSMUSG00000071042	Rasgrp3	13	4	41	41
ENSMUSG00000074828	Gm10768	7	41	13	14
ENSMUSG00000078183	Gm15610	12	1	41	14
ENSMUSG00000078877	Gm14295	8	30	11	41
ENSMUSG00000079737	3110001I22Rik	24	17	22	41
ENSMUSG00000083804	Gm13676	41	8	14	3
ENSMUSG00000084093	Gm16418	2	5	0	41
ENSMUSG00000084519	na	41	31	14	26
ENSMUSG00000085013	na	1	2	41	26
ENSMUSG00000085164	na	41	0	2	0
ENSMUSG00000085243	na	41	30	40	36
ENSMUSG00000085687	Gm16153	20	41	22	7
ENSMUSG00000086579	na	6	0	41	8
ENSMUSG00000087179	Gm14230	14	5	41	28
ENSMUSG00000087403	2900056M20Rik	41	15	25	22
ENSMUSG00000090278	D130062J21Rik	41	26	13	32
ENSMUSG00000091705	H2-Q2	41	16	39	12
ENSMUSG00000091820	na	5	8	11	41
ENSMUSG00000092083	Kcnb2	41	4	24	6
ENSMUSG00000002032	Tmem25	33	1	42	26
ENSMUSG00000004393	Ddx56	18	31	17	42
ENSMUSG00000006369	Fbln1	0	0	9	42
ENSMUSG00000006398	Cdc20	0	0	0	42
ENSMUSG00000007033	Hspa1l	17	0	42	3
ENSMUSG00000008036	Ap2s1	2	9	20	42
ENSMUSG00000010064	Slc38a3	0	0	6	42
ENSMUSG00000020549	Elac2	26	42	10	41
ENSMUSG00000020871	Dlx4	0	1	0	42
ENSMUSG00000020882	Cacnb1	6	7	21	42
ENSMUSG00000021376	Tpmt	15	28	37	42
ENSMUSG00000022748	2610528E23Rik	34	20	29	42
ENSMUSG00000024118	1600002H07Rik	29	18	31	42
ENSMUSG00000025277	Abhd6	14	12	15	42
ENSMUSG00000026181	Ppm1f	22	11	36	42
ENSMUSG00000026197	Zfand2b	24	35	1	42
ENSMUSG00000026199	Ankzf1	27	26	42	38
ENSMUSG00000028461	Ccdc107	34	29	22	42
ENSMUSG00000029059	2810405K02Rik	28	3	25	42
ENSMUSG00000030638	Sh3gl3	6	42	11	10
ENSMUSG00000030826	Bcat2	25	7	1	42
ENSMUSG00000031883	Car7	4	42	1	0
ENSMUSG00000032897	Nfyc	29	12	32	42
ENSMUSG00000036103	Colec12	0	0	8	42
ENSMUSG00000038242	Aox4	1	0	42	20
ENSMUSG00000038347	2700054A10Rik	36	36	6	42
ENSMUSG00000038670	Mybpc2	3	5	1	42
ENSMUSG00000039725	2810408M09Rik	30	20	42	17
ENSMUSG00000040856	Dlk1	0	0	0	42
ENSMUSG00000043923	Ccdc84	16	10	8	42
ENSMUSG00000044250	Fam113b	3	9	42	23
ENSMUSG00000044550	Tceal3	4	16	21	42
ENSMUSG00000047343	A530098C11Rik	42	19	12	13
ENSMUSG00000049551	Fzd9	42	15	23	13
ENSMUSG00000050373	Snx21	15	10	28	42
ENSMUSG00000050395	Tnfsf15	0	0	4	42
ENSMUSG00000051177	Plcb1	31	30	13	42
ENSMUSG00000054453	Sytl5	11	3	42	12
ENSMUSG00000057672	Pkn1	33	39	41	42
ENSMUSG00000057751	Megf6	10	4	42	27
ENSMUSG00000059674	Cdh24	21	3	33	42
ENSMUSG00000063445	Nmral1	12	11	18	42
ENSMUSG00000063931	Pepd	18	12	29	42
ENSMUSG00000067279	Ppp1r3c	42	20	9	15
ENSMUSG00000069270	Hist1h2ac	42	15	9	2
ENSMUSG00000073474	na	42	11	10	25
ENSMUSG00000078349	AW011738	15	35	42	31
ENSMUSG00000078580	E430018J23Rik	42	25	26	34
ENSMUSG00000079435	Rpl36a	34	29	42	28
ENSMUSG00000079436	Kcnj13	42	3	6	4
ENSMUSG00000081159	Gm6023	6	0	42	1
ENSMUSG00000082738	Gm15422	25	0	42	5
ENSMUSG00000082908	Gm13736	11	8	42	23
ENSMUSG00000083595	Gm9200	9	42	3	14
ENSMUSG00000083892	Gm1848	8	5	42	42
ENSMUSG00000085462	na	42	17	15	17
ENSMUSG00000086454	4930500J02Rik	35	19	42	3
ENSMUSG00000087006	Gm13889	8	7	42	2
ENSMUSG00000093553	Gm20633	42	31	42	8
ENSMUSG00000093622	Gm20703	42	3	42	11
ENSMUSG00000000148	Baat1	39	13	43	29
ENSMUSG00000000359	Rem1	43	0	1	0
ENSMUSG00000002871	Tpra1	15	11	24	43
ENSMUSG00000006435	Neurl1a	43	21	13	15
ENSMUSG00000012396	Nanog	43	28	9	21
ENSMUSG00000018920	Cxcl16	6	1	20	43
ENSMUSG00000019303	Psmc3ip	30	43	12	16
ENSMUSG00000020387	Phf15	6	6	34	43
ENSMUSG00000020477	Mrps24	19	24	24	43
ENSMUSG00000020736	Nt5c	43	29	24	39
ENSMUSG00000021203	Otub2	30	37	28	43
ENSMUSG00000021680	Crhbp	1	0	43	22
ENSMUSG00000021986	Fam123a	1	7	39	43
ENSMUSG00000024312	Wdr46	29	5	18	43
ENSMUSG00000026586	Prrx1	0	7	0	43
ENSMUSG00000028538	St3gal3	12	9	29	43
ENSMUSG00000028542	Slc6a9	19	1	43	37
ENSMUSG00000029681	Bcl7b	28	24	30	43
ENSMUSG00000030735	Gm9755	3	15	4	43
ENSMUSG00000031557	Plekha2	0	0	3	43
ENSMUSG00000031730	Dhodh	43	21	27	9
ENSMUSG00000032119	Hinfp	24	15	43	33
ENSMUSG00000033063	Cntnap3	0	0	1	43
ENSMUSG00000034617	Mtrr	22	23	43	30
ENSMUSG00000034818	Celf5	43	22	4	1
ENSMUSG00000035637	Grhpr	10	7	5	43
ENSMUSG00000038508	Gdf15	0	0	2	43
ENSMUSG00000038520	Tbc1d17	14	7	10	43
ENSMUSG00000039294	BC017643	38	30	32	43
ENSMUSG00000041120	Nbl1	1	0	16	43
ENSMUSG00000042189	Tekt3	23	43	0	0
ENSMUSG00000043913	Ccdc60	24	43	39	17
ENSMUSG00000044330	Gm9790	4	26	0	43
ENSMUSG00000044469	Tnfaip8l1	43	32	0	0
ENSMUSG00000044694	2010007H06Rik	26	43	1	0
ENSMUSG00000044906	4930503L19Rik	43	26	13	10
ENSMUSG00000045374	Wdr81	43	16	33	31
ENSMUSG00000045691	Thtpa	41	11	34	43
ENSMUSG00000046330	Rpl37a	35	18	35	43
ENSMUSG00000046694	Fam46b	12	1	11	43
ENSMUSG00000047117	Ankdd1b	12	34	43	26
ENSMUSG00000047228	BC048546	39	28	9	43
ENSMUSG00000047371	Zfp768	34	23	35	43
ENSMUSG00000053164	Gpr21	43	12	18	15
ENSMUSG00000056069	Fam105a	25	1	43	8
ENSMUSG00000057777	Mab21l2	43	9	4	9
ENSMUSG00000057816	1700007G11Rik	16	43	0	0
ENSMUSG00000060780	Lrrtm1	30	4	43	10
ENSMUSG00000062083	Rpl13a-ps1	6	29	14	43
ENSMUSG00000062678	na	0	14	0	43
ENSMUSG00000063548	Gm4825	14	43	1	0
ENSMUSG00000064023	Klk8	1	0	8	43
ENSMUSG00000069379	Gm4950	1	15	2	43
ENSMUSG00000073738	Gm10567	5	43	2	15
ENSMUSG00000079462	Gm15737	9	4	43	18
ENSMUSG00000082878	Gm12583	1	21	8	43
ENSMUSG00000083774	Gm7180	6	25	36	43
ENSMUSG00000083819	Gm11977	43	9	16	16
ENSMUSG00000085459	Gm12272	43	0	1	1
ENSMUSG00000085802	Gm16059	14	5	43	22
ENSMUSG00000085826	Gm15638	1	43	9	3
ENSMUSG00000085930	na	26	14	10	43
ENSMUSG00000087106	Gm13964	43	12	21	3
ENSMUSG00000089729	Gm16552	3	43	8	20
ENSMUSG00000089876	Tmem102	2	4	41	43
ENSMUSG00000090061	3110047P20Rik	1	0	0	43
ENSMUSG00000090066	1110002E22Rik	1	0	43	11
ENSMUSG00000091952	Gm17709	3	6	7	43
ENSMUSG00000001123	Lgals9	44	8	0	33
ENSMUSG00000001583	Tnk1	2	0	0	44
ENSMUSG00000015013	Trappc2l	35	44	23	31
ENSMUSG00000021091	Serpina3n	0	1	1	44
ENSMUSG00000022881	Rfc4	19	11	8	44
